densidades,res_psnr,res_ief,res_tiempo
0.1,34.7601896641257,40.8509009334779,1.064810431
0.2,32.4159602799657,82.2639695015133,1.054612394
0.3,30.9648674058323,128.33264175674,1.062387925
0.4,29.8086914744497,176.36143514767,1.271859763
0.5,28.6799066829741,230.416592959328,1.138988978
0.6,27.8534170355402,303.42316154473,1.215176514
0.7,26.829226434319,347.205185726984,1.402371133
0.8,25.2007696573865,288.055259735367,1.459748967
0.9,21.4380267531109,142.144247008906,1.641897782
